WIS-L-0012034_lg.txt	1988-07-15
TENN-L-0000097_lg.txt	
TENN-L-0000021_lg.txt	
WIS-L-0012052_lg.txt	2003-07-19
NY01075766_lg.txt	
NY01075802_lg.txt	
TENN-L-0000074_lg.txt	
TENN-L-0000064_lg.txt	1957-08-01
NY01075805_lg.txt	
NY01075788_lg.txt	1996-09-18
NY01075781_lg.txt	
WIS-L-0012029_lg.txt	1988-09-13
TENN-L-0000087_lg.txt	
WIS-L-0012075_lg.txt	2003-07-28
WIS-L-0012037_lg.txt	1987-09-03
WIS-L-0012056_lg.txt	2003-07-19
WIS-L-0012032_lg.txt	1988-09-14
TENN-L-0000090_lg.txt	1967-06-23
NY01075765_lg.txt	1898-02-00
TENN-L-0000020_lg.txt	1919-08-08
WIS-L-0012084_lg.txt	1997-07-21
WIS-L-0012027_lg.txt	1987-09-03
TENN-L-0000053_lg.txt	1968-09-00
TENN-L-0000084_lg.txt	
WIS-L-0011733_lg.txt	1987-08-00
TENN-L-0000022_lg.txt	1955-07-00
TENN-L-0000056_lg.txt	
TENN-L-0000030_lg.txt	1955-07-23
TENN-L-0000075_lg.txt	
TENN-L-0000055_lg.txt	
NY01075837_lg.txt	1988-12-01
WIS-L-0012086_lg.txt	1997-07-18
NY01075760_lg.txt	2006-05-21
WIS-L-0012068_lg.txt	1995-07-14
NY01075830_lg.txt	1994-12-04
NY01075806_lg.txt	1960-09-04
WIS-L-0012071_lg.txt	1989-07-26
TENN-L-0000089_lg.txt	
WIS-L-0012077_lg.txt	1987-08-00
WIS-L-0012035_lg.txt	1987-09-03
NY01075795_lg.txt	1953-01-02
TENN-L-0000048_lg.txt	1943-07-03
NY01075831_lg.txt	1994-12-05
TENN-L-0000095_lg.txt	1967-06-23
WIS-L-0012045_lg.txt	1997-07-20
NY01075813_lg.txt	1967-05-15
WIS-L-0012058_lg.txt	2003-07-19
WIS-L-0012026_lg.txt	1987-09-03
NY01075821_lg.txt	1994-11-30
TENN-L-0000010_lg.txt	
TENN-L-0000001_lg.txt	
TENN-L-0000045_lg.txt	1939-07-03
NY01075822_lg.txt	1994-12-01
WIS-L-0012073_lg.txt	1969-06-25
TENN-L-0000083_lg.txt	1957-08-01
TENN-L-0000027_lg.txt	1957-08-01
WIS-L-0012053_lg.txt	2003-07-21
TENN-L-0000009_lg.txt	1951-05-19
