filename	id_v1	event_date1	id_v2	event_date2	id_v3	event_date3
EMEC609903_Stigmus_sp.txt	41	1973-08-02	52	1973-08-02	80	1973-08-02
EMEC609926_Stigmus_sp.txt	41	1970-07-12	52	1970-07-12	80	1970-07-12
EMEC609939_Stigmus_sp.txt	41	1992-09-14/16	52	1992-09-14/16	80	1992-09-14/16
EMEC609987_Aphilanthops_foxi.txt	41	1952-04-29	52	1952-04-29	80	1952-04-29
EMEC609997_Aphilanthops_foxi.txt	41	1949-04-30	52	1949-04-30	80	1949-04-30
NY01075765_lg.txt	41	1898-02-00	52	1898-02-00	80	1898-02-00
NY01075766_lg.txt	41	1976-11-05	52	1976-11-05		
NY01075768_lg.txt	41	1999-05-06	52	1999-05-06	80	1999-05-06
NY01075775_lg.txt	41	1991-05-10	52	1991-05-10	80	1991-05-10
NY01075790_lg.txt	41	1979-03-16	52	1979-03-16	80	1979-03-16
NY01075792_lg.txt	41	1976-05-29	52	1976-05-29	80	1976-05-29
NY01075806_lg.txt	41	1960-09-04	52	1960-09-04	80	1960-09-04
NY01075818_lg.txt	41	1994-12-03	52	1994-12-03	80	1994-12-03
NY01075822_lg.txt	41	1994-12-01	52	1994-12-01	80	1994-12-01
NY01075827_lg.txt	41	1988-12-17	52	1988-12-17	80	1988-12-17
NY01075831_lg.txt	41	1994-12-05	52	1994-12-05	80	1994-12-05
NY01075837_lg.txt	41	1988-12-01	52	1988-12-01	80	1988-12-01
NY_00020326.txt	41	1994-10-28	52	1994-10-28	80	1994-10-28
NY_00040685.txt	41	1994-11-04	52	1994-11-04	80	1994-11-04
NY_00040919.txt	41	1992-08-24	52	1992-08-24	80	1992-08-24
NY_00198945.txt	41	1913-09-00	52	1913-09-00	80	1913-09-00
NY_00198993.txt	41	1931-03-12	52	1931-03-12	80	1931-03-12
NY_00413475.txt	41	1980-10-15	52	1980-10-15	80	1980-10-15
NY_00413589.txt	41	1993-03-10	52	1993-03-10		
NY_00499439.txt	41	1905-09-20	52	1905-09-20	80	1905-09-20
NY_00617450.txt	41	1946-09-02	52	1946-09-02	80	1976-11-00
NY_00641566.txt	41	1983-02-10	52	1983-02-10	80	1983-02-10
NY_00754868.txt	41	2000-05-16	52	2000-05-16	80	2000-05-16
NY_00754872.txt	41	1979-10-03	52	1979-10-03	80	1979-10-03
NY_00819601.txt	41	1913-03-13	52	1913-03-13	80	1913-03-13
NY_01334326.txt	41	1904-08-24	52	1904-08-24	80	1904-08-24
NY_01334334.txt	41	1985-07-11	52	1985-07-11	80	1985-07-11
NY_01334374.txt	41	1962-01-12	52	1962-01-12	80	1962-01-12
NY_01334391.txt	41	1955-05-20	52	1955-05-20	80	1955-05-20
NY_01334433.txt	41	1996-07-30	52	1860	80	1860
NY_01334438.txt	41	1985-01-23	52	1985-01-23		
NY_01334464.txt	41	1896-02-00	52	1896-02-00	80	1996-07-30
NY_01334493.txt	41	1975-01-20	52	1975-01-20		
NY_01334508.txt	41	1964-04-30	52	1964-04-30	80	1964-04-30
NY_01497987.txt	41	1934-10-00	52	1934-10-00	80	1934-10-00
NY_01498039.txt	41	1938-05-00	52	1938-05-00	80	1938-05-00
NY_01498043.txt	41	1905-09-20	52	1905-09-20	80	1905-09-20
NY_01498065.txt	41	1976-12-08	52	1976-12-08	80	1976-12-08
NY_01498090.txt	41	1979-06-07	52	1979-06-07	80	1979-06-07
NY_01498103.txt	41	1916-03-08	52	1916-03-08	80	1916-03-08
NY_01498113.txt	41	1860 1864	52	1860 1864	80	1885-02-27
NY_01498139.txt	41		52	1899	80	1899
NY_01498155.txt	41	1890-03-00	52	1890-03-00	80	1968-12-00
NY_01498166.txt	41	1991-06-24	52	1991-06-24	80	1991-06-24
NY_01498191.txt	41	1977-06-06	52	1977-06-06		
TENN-L-0000013_lg.txt	41	1969-07-18	52	1969-07-18	80	1846
TENN-L-0000019_lg.txt	41	1954-08-08	52	1954-08-08		
TENN-L-0000028_lg.txt	41	1957-08-01	52	1957-08-01	80	1957-08-01
TENN-L-0000035_lg.txt	41	1965-10-30	52	1965-10-30	80	1965-10-30
TENN-L-0000047_lg.txt	41	1967-07-24	52	1967-07-24	80	1967-07-24
TENN-L-0000057_lg.txt	41	1941-09-19	52	1941-09-19	80	1941-09-19
TENN-L-0000058_lg.txt	41	1871	52	1871	80	
TENN-L-0000061_lg.txt	41	1959	52	1959	80	1959
TENN-L-0000063_lg.txt	41		52		80	
TENN-L-0000072_lg.txt	41	1935-09-20	52	1935-09-20		
TENN-L-0000084_lg.txt	41	1963-04-13	52	1963-04-13	80	1963-04-13
TENN-L-0000089_lg.txt	41	1936-07-25	52	1936-07-25	80	1936-07-25
WIS-L-0011734_lg.txt	41	1982-07-00	52	1982-07-00	80	1982-07-00
WIS-L-0012025_lg.txt	41	1988-07-22	52	1988-07-22	80	1988-07-22
WIS-L-0012041_lg.txt	41	2003-07-19	52	2003-11-00		
WIS-L-0012052_lg.txt	41	2003-07-19	52	2003-07-19	80	2003-07-19
WIS-L-0012056_lg.txt	41	2003-07-19	52	2003-07-19	80	2003-07-19
WIS-L-0012062_lg.txt	41	1981-10-00	52	1981-10-00	80	1981-10-00
WIS-L-0012070_lg.txt	41	1995-07-14	52	1995-07-14	80	1995-07-14
WIS-L-0012071_lg.txt	41	1989-07-26	52	1989-07-26	80	1989-07-26
WIS-L-0012077_lg.txt	41	1987-08-00	52		80	1987-08-00
