filename	id_v1	event_date1	id_v2	event_date2	id_v3	event_date3
NY_00413589.txt	102	1993-03-10	103	1993-03-10	104	1993-03-10
NY_00499439.txt	103	1905-08-31	105	1905-09-20	107	1905-09-20
NY_00617450.txt	105	1946-09-02	107	1946-09-02	108	1946-09-02
NY_00641566.txt	104	1983-02-10	105	1983-02-10	107	1983-02-10
NY_00754868.txt	104	2000-05-16	105	2000-05-16	105	2000-05-16
NY_00754872.txt	105	1979-10-03	107	1979-10-03	108	1979-10-03
NY_00819601.txt	104	1913-03-13	105	1913-03-13	107	1913-03-13
NY_01334326.txt	104	1904-08-24	105	1904-08-24	107	1904-08-24
NY_01334334.txt	104	1985-07-11	105	1985-07-11	107	1985-07-11
NY_01334374.txt	104	1962-01-12	105	1962-01-12	107	1962-01-12
NY_01334391.txt	104	1955-05-20	105	1955-05-20	106	1955-05-20
NY_01334433.txt	104	1860	107	1860	110	1860
NY_01334438.txt	105	1985-01-23	107	1985-01-23	110	1996-07-30
NY_01334464.txt	103	1896-02-00	107	1896-02-00	110	1896-02-00
NY_01334493.txt	104	1975-01-20	105	1975-01-20	107	1975-01-20
NY_01334508.txt	102	1964-04-20	104	1964-04-30	105	1964-04-30
NY_01497987.txt	104	1934-10-00	105	1934-10-00	106	1934-10-00
NY_01498039.txt	104	1938-05-07	107	1938-05-07	108	1938-05-00
NY_01498043.txt	104	1905-09-20	105	1905-09-20	106	1905-09-20
NY_01498065.txt	104	1976-12-08	105	1976-12-08	107	1976-12-08
NY_01498090.txt	102	1979-06-07	104	1979-06-07	105	1979-06-07
NY_01498103.txt	103	1916-03-08	104	1916-03-08	105	1916-03-08
NY_01498113.txt	104	1860 1864	105	1885-03-27	107	1885-03-27
NY_01498139.txt	104		105	1899	107	1899
NY_01498155.txt	102	1968-12	104	1890-03	105	1890-03-00
NY_01498166.txt	103	1991-06-24	104	1991-06-24	105	1991-06-24
NY_01498191.txt	104	1977-06-06	105	1977-06-06	107	1977-06-06
TENN-L-0000013_lg.txt	104	1969-07-18	105	1969-07-18	107	1969-07-18
TENN-L-0000019_lg.txt	104	1954-08-08	107	1954-08-08	110	1954-08-08
TENN-L-0000028_lg.txt	104	1957-08-01	105	1957-08-01	107	1957-08-01
TENN-L-0000035_lg.txt	101	1965-10-30	104	1965-10-30	105	1965-10-30
TENN-L-0000047_lg.txt	102	1967-07-24	104	1967-07-24	105	1967-07-24
TENN-L-0000057_lg.txt	104	1941-09-19	105	1941-09-19	107	1941-09-19
TENN-L-0000058_lg.txt	101	1871	104	1871	104	1871
TENN-L-0000061_lg.txt	104	1959	104		105	1959
TENN-L-0000063_lg.txt	105		107		110	
TENN-L-0000072_lg.txt	104	1935-09-20	105	1935-09-20	107	1935-09-20
TENN-L-0000084_lg.txt	104	1963-04-13	105	1963-04-13	106	1963-04-13
TENN-L-0000089_lg.txt	104	1936-07-25	105	1936-07-25	107	1936-07-25
WIS-L-0011734_lg.txt	104	1982-07-00	105	1982-07-00	107	1982-07-00
WIS-L-0012025_lg.txt	102	1988-07-22	104	1988-07-22	105	1988-07-22
WIS-L-0012041_lg.txt	101	2003-07-19	104	2003-07-19	105	2003-07-19
WIS-L-0012052_lg.txt	103	2003-07-19	104	2003-07-19	105	2003-07-19
WIS-L-0012056_lg.txt	101	2003-07-19	104	2003-07-19	105	2003-07-19
WIS-L-0012062_lg.txt	104	1981-10-00	105	1981-10-00	107	1981-10-00
WIS-L-0012070_lg.txt	101	1995-07-14	103	1995-07-14	104	1995-07-14
WIS-L-0012071_lg.txt	104	1989-07-26	105	1989-07-26	107	1989-07-26
WIS-L-0012077_lg.txt	104	1987-08-00	105	1987-08-00	107	1987-08-00
