filename	id_v1	event_date1	id_v2	event_date2	id_v3	event_date3
NY_01334464.txt	103	February 1896	107	February 1896	110	Feb 1896
NY_01334493.txt	104	Jan. 20, 1975	105	20 enero 1975	107	20 January 1975
NY_01334508.txt	102	April 20, 1964	104	April 30, 1964	105	April 30, 1964
NY_01497987.txt	104	Oct. 1934	105	oct 1934	106	Oct 1934
NY_01498039.txt	104	May 7, 1938	107	7 May 1938	108	7TH MAY 1938
NY_01498043.txt	104	Aug. 31-Sept. 20, 1905	105	aug 31- sept 20, 1905	106	Aug 31-Sept 20 1905
NY_01498065.txt	104	Dec. 8, 1976	105	8 December 1976	107	December 8. 1976
NY_01498090.txt	102	June 7, 1979	104	June 7, 1979	105	june 7 1979
NY_01498103.txt	103	8 March 1916	104	March 8, 1916	105	march 8 1916
NY_01498113.txt	104	1860-1864	105	27 March 1885	107	27 March 1885
NY_01498139.txt	104		105	1899	107	1899
NY_01498155.txt	102	12/68	104	Marach 1890	105	March, 1890
NY_01498166.txt	103	24 June 1991	104	June 24, 1991	105	24 June 1991
NY_01498191.txt	104	June 6, 1977	105	June 6, 1977	107	June 6, 1977
TENN-L-0000013_lg.txt	104	July 18, 1969	105	july 18, 1969	107	July 18 1969
TENN-L-0000019_lg.txt	104	Aug. 8, 1954	107	8 August 1954	110	8 Aug 1954
TENN-L-0000028_lg.txt	104	Auf. 1, 1957	105	Aug 1, 1957	107	August 1, 1957
TENN-L-0000035_lg.txt	101	10/30/1965	104	Oct. 30, 1965	105	oct 30 1965
TENN-L-0000047_lg.txt	102	24 July 1967	104	July 24, 1967	105	24 july 1967
TENN-L-0000057_lg.txt	104	Sept. 19, 1941	105	September 19 1941	107	September 19, 1941
TENN-L-0000058_lg.txt	101	1871	104	1871	104	1871
TENN-L-0000061_lg.txt	104	1959	104		105	1959
TENN-L-0000063_lg.txt	105		107		110	
TENN-L-0000072_lg.txt	104	Sept. 20, 1935	105	sept 20 1935	107	September 20 1935
TENN-L-0000084_lg.txt	104	April 13, 1963	105	13 april 1963	106	13 April 1963
TENN-L-0000089_lg.txt	104	July 25, 1936	105	july 25, 1936	107	July 25, 1936
WIS-L-0011734_lg.txt	104	July 1982	105	july 1982	107	July 1982
WIS-L-0012025_lg.txt	102	22 Jul 1988	104	July 22, 1988	105	22 jul 1988
WIS-L-0012041_lg.txt	101	07/19/2003	104	July 19, 2003	105	19 july 2003
WIS-L-0012052_lg.txt	103	19 July 2003	104	July 19, 2003	105	19 July 2003
WIS-L-0012056_lg.txt	101	07/19/2003	104	July 19, 2003	105	19 july 2003
WIS-L-0012062_lg.txt	104	Oct. 1981	105	october 1981	107	October 1981
WIS-L-0012070_lg.txt	101	07/14/1995	103	14 July 1995	104	July 14, 1995
WIS-L-0012071_lg.txt	104	July 26, 1989	105	26 july 1989	107	26 July 1989
WIS-L-0012077_lg.txt	104	Aug. 1987	105	August 1987	107	August 1987
