filename	dwc:catalogNumber	dwc:recordedBy	dwc:recordNumber	dwc:verbatimEventDate	aocr:verbatimScientificName	aocr:verbatimInstitution	dwc:datasetName	dwc:verbatimLocality	dwc:country	dwc:stateProvince	dwc:county	dwc:verbatimLatitude	dwc:verbatimLongitude	dwc:eventDate	dwc:scientificName	dwc:decimalLatitude	dwc:decimalLongitude	dwc:fieldNotes	dwc:sex	dwc:identifiedBy	aocr:verbatimDateIdentified	dwc:dateIdentified	dwc:verbatimElevation	dwc:habitat	dwc:municipality	dwc:occurrenceRemarks	dwc:substrate	dwc:verbatimCoordinates	dwc:family
EMEC609639_Cerceris_compar_compar.jpg	EMEC 609,639	Krombein		July 1,1934	Cerceris compar Cr	U.C. Berkeley		Salamanca N.Y.		New York				1934-07-01					male	H.A.Scullen		41							
EMEC609675_Cerceris_conifrons.jpg	EMEC 609,675	J. W. MacSwain		VIII-6-50	Cerceris conifrons Mick.	U.C. Berkeley		Joseph City Navajo Co. Ariz		Arizona	Navajo			1950-08-06					male	H.A.Scullen		61							
EMEC609686_Cerceris_conifrons.jpg	EMEC 609,686	R. E. Coville		26-VIII-1977		U.C. Berkeley		Ariz.: Cochise Co., 6.5 mi. SE Portal		Arizona	Cochise			1977-08-26															
EMEC609696_Cerceris_conifrons.jpg	EMEC 609,696	P. D. Hurd		10 Aug.'51	Cerceris conifrons Mick.	U.C. Berkeley		8 mi. So. of Camargo, Chih.,Mex.	Mexico	Chihuahua				1951-08-10					female	H.A.Scullen		57							
EMEC609705_Cerceris_conifrons.jpg	EMEC 609,705	J.M. Davidson M.A. Cazier		VI-28-66	Cerceris conifrons Mickel Paraeyella filifolia Torr.&Gray	U.C. Berkeley		Hotevilla Navajo Co.Ariz 7000'	Arizona	Navajo				1953-04-22/23					female	JM Davidson		68	7000'						
EMEC609711_Cerceris_convergens.jpg	EMEC 609,711	P.D. Hurd		VI-2-5-1951	Cerceris chilopsidis V. & C.	U.C. Berkeley		Vallecillo N.L., Mex.	Mexico					1951-06-02/05					female	H.A.Scullen		52							
EMEC609719_Cerceris_convergens.jpg	EMEC 609,719			7. 1925	Cerceris convergens V. & C.	U.C. Berkeley		Davis, Cal		California				1925-07					male	H.A.Scullen		71							
EMEC609722_Cerceris_convergens.jpg	EMEC 609,722	F.D.Parker		VII-16-50	Cerceris convergens V. & C.	U.C. Berkeley		Cathedral City Riverside Co. Calif.		California	Riverside			1964-07-16					male	H.A.Scullen		71							
EMEC609740_Cerceris_convergens.jpg	EMEC 609,740	J. G. Rozen		IV-26-52	Cerceris convergens Viereck & CKll	U.C. Berkeley		Box Canyon Riverside Co. Calif.		California	Riverside			1952-04-26					male	T.Griswold									
EMEC609764_Cerceris_convergens.jpg	EMEC 609,764	J. W. MacSwain		VII-2-53	Cerceris convergens V.& C.	U.C. Berkeley		Mazourka Canyon Inyo Co. Cal.		California	Inyo			1953-07-02					female	H.A.Scullen		57							
EMEC609785_Cerceris_convergens.jpg	EMEC 609,785	E.G Linsley		8-8 59	Cerceris convergens V.& C.	U.C. Berkeley		1.5mi,NE,Portal, 8-8 59ARIZ 5000'		Arizona				1959-08-08				on Acacia	male	H.A.Scullen		61	5000'						
EMEC609803_Cerceris_convergens.jpg	EMEC 609,803	O. C. La France		IX-1-1959	Cerceris convergens V.& C.	U.C. Berkeley		Morongo Vy. San Bernardino Co. Calif.		California	San Bernardino			1959-09-01				Eriogonum	male	H.A.Scullen		63							
EMEC609826_Cerceris_convergens.jpg	EMEC 609,826	M.Wasbauer		IV-27-54	Cerceris convergens V.& C.	U.C. Berkeley		Borego San Diego Co., Calif.		California	San Diego			1954-04-27				Croton californicus	male	H.A.Scullen		57							
EMEC609828_Cerceris_convergens.jpg	EMEC 609,828	P. D. Hurd		V-3-1956	Cerceris convergens V.& C.	U.C. Berkeley		Borrego,Calif S.Diego,Co.		California	San Diego			1956-05-03				Eriogonum inflatum	male	H.A.Scullen		57							
EMEC609879_Cerceris_convergens.jpg	EMEC 609,879	P. D. Hurd AE&MM Michelbacher		IX-15-1974	Cerceris convergens V.& C.	U.C. Berkeley		Ariz:Cochise Co. Sierra Vista,		Arizona	Cochise			1974-09-15				Isocoma tenuisecta	male	Ferguson		81							
EMEC609880_Cerceris_convergens.jpg	EMEC 609,880	R.E.Coville		4-IX-1978		U.C. Berkeley		Ariz.:Cochise Co. Stateline Rd.,1 mi. NW Rodeo, N. Mex., 4100'		Arizona	Cochise			1978-09-04									4100'						
EMEC609882_Cerceris_convergens.jpg	EMEC 609,882	R.Rude		VIII-20-76		U.C. Berkeley		CALIF:San Dgo.Co. 7 mi.NNW Warners Sprs,Indian Flats Campgd.		California	San Diego			1976-08-20				Eriogonum fasciculatum											
EMEC609885_Cerceris_convergens.jpg	EMEC 609,885	J.W.MacSwain		X-28-56		U.C. Berkeley		Sabino Canyon Pima Co. Ariz.		Arizona	Pima			1956-10-28															
EMEC609900_Stigmus_sp.jpg	EMEC 609,900	J.R.Powers		V-22-1980		U.C. Berkeley		Moorhead, Minn. Clay County		Minnesota	Clay			1980-05-22				Collected at malaise trap											
EMEC609903_Stigmus_sp.jpg	EMEC 609,903	S.Szerlip R.Coville, J.Powell		VIII-2-73		U.C. Berkeley		ARIZ: Cochise Co., South Fork, Cave Crk. 4 mi SW Portal		Arizona	Cochise			1973-08-02															
EMEC609926_Stigmus_sp.jpg	EMEC 609,926	E. Schlinger		VII-12-1970		U.C. Berkeley		CAL: Contra Costa Co. Orinda		California	Contra Costa			1970-07-12															
EMEC609939_Stigmus_sp.jpg	EMEC 609,939	W.Middlekauff		Sept 14 16,1992		U.C. Berkeley		CA:Ah-Pah Cr.confl with Klamath River Humboldt Co.		California	Humboldt			1992-09-14/16				flight trap											
EMEC609987_Aphilanthops_foxi.jpg	EMEC 609,987	P. D. Hurd		IV-29-52		U.C. Berkeley		Hopkins Well Riverside Co. Calif.		California	Riverside			1952-04-29															
EMEC609997_Aphilanthops_foxi.jpg	EMEC 609,997	E.G.Linsley JWMacSwain R.F.Smith		IV-30-49		U.C. Berkeley		6 mi.W. Indio Riverside Co., Calif		California	Riverside			1949-04-30				Melilotus											
NY_00020326.jpg	20326	T. A. Zanoni, D. Atha & M. Vives	47249	28 Oct 1994	Forestiera eggersiana Krug & Urb.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN The New York Botanical Garden	PLANTS OF PUERTO RICO	Municipio Quebradillas: Barrio Terra Nova, along Route 4485 at km 2 (from Rt 485). On driveway off Rt 4485.	Puerto Rico	Municipio Quebradillas		18°29'N	"66°56'30""W--66°56'30""W"	1994-10-28				Formerly coastal forest, windswept by ocean breezes. Limestone rock. Uncommon. Single erect setem, 3 m tall. Lf dark green. Fl light yellow Green.					100 m						Oleaceae
NY_00040685.jpg	40685	Daniel Atha Thomas A. Zanoni, José Cedeño	711	November 4, 1994	Jasminum fluminense Vell.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN The New York Botanical Garden	INSTITUTE OF ECONOMIC BOTANY Pfizer Collections and Extractions	USA, Puerto Rico. Mun Quebradillas. Growing on roadside	Puerto Rico	Mun Quebradillas		18°29'N	66°56'W	1994-11-04	Jasminum fluminense Vell.			somewhat dry calcareous rock. Climbing; stems 2.5m; flowers white.		T. Zanoni	1994	1994							OLEACEAE
NY_00040919.jpg	40919	James Higgins, Prosper Paris	53	August 24, 1992	Manilkara bidentata (A.L. Candolle) Chevalier	The New York Botanical Garden NEW YORK BOTANICAL GARDEN The New York Botanical Garden INSTITUTE OF ECONOMIC BOTANY	Plants of Commonwealth of Dominca	WEST INDIES, Dominica. Carib Territory. Land of Wilbur Rabbaes, Atkinson. In field 0.9km downhill from top of ridge. 15°13'N, 61°16'W. 200m. Cleared forest, cultivated banana field.	Dominica			15°13'N	61°16'W	1992-08-24	Manilkara bidentata (A.L. Candolle) Chevalier			Tree to 20m with dbh 1.5m; bark rough, thick; mature leaves mottled and scarred. n.v.: Bullet Wood [English]. Balata [Creole-Patois]. USE: Material for construction {wood]. Used in housebuilding		Hans T. Beck	93	1993	200m						
NY_00198945.jpg	198945	STEWARDSON BROWN N. L. BRITTON E. J. WORTLEY	1674	SEPT., 1913	Gastonia cutispongia Lam.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN NEW YORK BOTANICAL GARDEN ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA BERMUDA DEPARTMENT OF AGRICULTURE	EXPLORATION OF BERMUDA	Bellevue	BERMUDA					1913-09	Gastonia cutispongia Lam.			Planted											
NY_00198993.jpg	198993	J.G. Jack	8179	March 12, 1931	Nothopanax tricochleatum Miq. Polyscias obtusa Harms	The New York Botanical Garden NEW YORK BOTANICAL GARDEN ARNOLD ARBORETUM	PLANTS FROM HARVARD TROPICAL GARDEN	SOLEDAD, CIENFUEGOS, PROVINCE OF SANTA CLARA, CUBA	CUBA	PROVINCE OF SANTA CLARA				1931-03-12	Nothopanax tricochleatum Miq. Polyscias obtusa Harms			Many stems 2-4 ft. high.		A. C. Smith	1936	1936							
NY_00413475.jpg	413475	M.Mejia, T. Zanoni	8651	October 15, 1980	Jasminium fluminense Vell.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN JARDIN BOTANICO NACIONAL DR. RAFAEL M. MOSCOSO		Republica Dominicana: Prov. San Pedro de Macoris: center of town at Boca de Soco; (mouth of river); in fence row on town to La Romana -San Pedro de Macoris road. 18°27'N, 69°13'W, alt. to 10 m. SANTO DOMINGO	Republica Dominicana	Prov. San Pedro de Macoris		18°27'N	69°13'W	1980-10-15	Jasminium fluminense Vell.			fl. white, perfume odor; fr. 1 cm. black with red-purple juice;			1-1982	1982-01	to 10 m.						
NY_00413589.jpg	413589	Steven R. Hill	24713	10 March 1993	Myriophyllum aquaticum (Vell.) Verdc.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN	PLANTS OF DOMINICA, LESSER ANTILLES	ST. PAUL PARISH. Morne Daniel Road above Canefield, above partially built hotel. Canefield, elevation ca. 300 ft.	DOMINICA	ST. PAUL PARISH				1993-03-10	Myriophyllum aquaticum (Vell.) Verdc.			Locally common, partly submersed, partly erect emergent herb.		S.R.Hill	9/93	1993-09	300 ft.						
NY_00499439.jpg	499439	STEWARDSON BROWN N.L. BRITTON	355	AUG. 31-SEPT. 20, 1905	Cymbalaria Cymbalaria (L.) Wettst	The New York Botanical Garden NEW YORK BOTANICAL GARDEN NEW YORK BOTANICAL GARDEN ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA	EXPLORATION OF BERMUDA	Roadside wall, The Crawl.	BERMUDA					1905-08-31/1905-09-20	Cymbalaria cymbalaria (L.) Wettst														
NY_00617450.jpg	617450	R. A. & E. S. Howard	8726	Sept. 2, 1946	Daucus carota L. subsp. carota Daucus Carota L.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN Dept. Agriculture, Ottawa		DOMINICAN REPUBLIC prov. San Juan Alt. 3500' El Cercado, Juan Santiago, Hondo Valle.	DOMINICAN REPUBLIC	prov. San Juan				1946-09-02	Daucus carota L. subsp. carota Daucus carota L.			3' h erb ; fls. White; in grassy areas near the river. Plants of pine woodlands.		Ernest Small	Nov. 1976	1976-11	3500'						
NY_00641566.jpg	641566	Thomas R. Söderström	2647	10 February 1983	Bambusa tuldoides Munro	The New York Botanical Garden NEW YORK BOTANICAL GARDEN SMITHSONIAN INSTITUTION From THE UNITED STATES NATIONAL HERBARIUM		Mayagüez: Federal Experiment Station.	PUERTO RICO	Mayagüez				1983-02-10	Bambusa tuldoides Munro			Cultivated. Clump dense, narrow erect culms to 20m tall, 2-3 cm diameter. New culm leaves deciduous, glabrous, stramineous, the blade erect with two lateral ciliate appendages. Spikelets produced at first on leafy branches. See field book for further description											
NY_00754868.jpg	754868	G.J. Breckon M. Breckon	6097	16 May 2000	Bambusa multiplex (Loureiro) Raeuschel	The New York Botanical Garden NEW YORK BOTANICAL GARDEN Herbarium, Department of Biology University of Puerto Rico, Mayagüez	Plants of Puerto Rico	"Yauco: Bo.Susúa Alta. Susúa Forest Reserve. 18°04'39""N, 66°54'23""W, Alt. 185m. Planted along road to Campamento Susúa at Quebrada Peces."	Puerto Rico	Yauco		"18°04'39""N"	"66°54'23""W"	2000-05-16	Bambusa multiplex (Loureiro) Raeuschel			Culms golden-orange, some of them flowering & those dying; stamens pale yellowish. Low, xerophytic forest on Serpentine.					185m.						
NY_00754872.jpg	754872	Alain H. & Perfa Liogier & N.J.Melo.	29625	10/3/79	Bambusa vulgaris Schrad.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN UNIVERSIDAD DE PUERTO RICO Jardín Botánico Herbario		On roadside, near Cabo Rojo. Alt. 30 m.	PUERTO RICO					1979-03-10	Bambusa vulgaris Schrad.			Tall, 10 m high, branches drooping; glumes yello-wish green.		A.H.Liogier	1979	1979	30 m.						
NY_00819601.jpg	819601	J. A. Shafer	1971	MARCH 13, 1913	Ludwigia peploides (HBK.) Raven subsp. peploides J. repens L. var. peploides (HBK) Griseb. Jussiaea diffusa Forssk Ludwigia sect. Oligospermum	The New York Botanical Garden NEW YORK BOTANICAL GARDEN Missouri Botanical Garden NEW YORK BOTANICAL GARDEN CARNEGIE INSTITUTION OF WASHINGTON UNITED STATES NATIONAL MUSEUM Missouri Botanical Garden	REVISION OF JUSSIAEA WEST INDIAN EXPLORATION 1913	Guayanilla to Tallahoa, Porto Rico	Porto Rico					1913-03-13	Ludwigia peploides (HBK.) Raven subsp. peploides Jussiaea repens L. var. peploides (HBK) Griseb. Jussiaea diffusa Forssk			In water.		Elsa Zardini Philip A. Munz T.P. Ramamoorthy	1986 1939 1980	1986 1939 1980							
NY_01334326.jpg	1334326	N. L. BRITTON L. J. K. BRACE	203	Aug. 24 1904	The New York Botanical Garden NEW YORK BOTANICAL GARDEN B. floridana Gand. B. e. obtusa Pennell Buchnera elongata Sw.	THE NEW YORK BOTANICAL GARDEN	EXPLORATION OF THE BAHAMAS	New Providence Farringdon Road	BAHAMAS	New Providence					Buchnera floridana Gand. Buchnera elongata Sw. var. obtusa Pennell Buchnera elongata Sw.			Rocky soil		FWP FWP	1931 1919	1931 1919							
NY_01334334.jpg	1334334	T. Zanoni	35276	11 julio, 1985	Buchnera longifolia Kunth	"The New York Botanical Garden NEW YORK BOTANICAL GARDEN JARDIN BOTANICO NACIONAL ""DR. RAFAEL M. MOSCOSO"" SANTO DOMINGO, REPUBLICA DOMINICANA"		"República Dominicana: Llano Costero: Prov. La Altagracía: en la finca de John Hooper, en ""Serra"", en la cuenca del Río Duey, del municipio de Higuey potreros, pero bosque de galeria en las orillas del río y sus tributarios. 18°45'N, 68°48’Oeste"	República Dominicana	Prov. La Altagracía		18°45'N	68°48’Oeste	1985-07-11	Buchnera longifolia Kunth			Corola rosado-púrpura claro, una hierba en un potrero.											
NY_01334374.jpg	1334374	George R. Cooley	8141	12 January 1962	Capraria biflora L. Capraria biflora L.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN The University of Texas Herbarium (LL, TEX)	Plants of the West Indies	St. George Parish, Calli-aqua Bay, littoral.	St. Vincent	St. George Parish				1962-01-12	Capraria biflora L. Capraria biflora L.			Stem ligneous Flowers white. Plant of moderate height.		J. Williams & B.L. Turner	30 Jul 1996	1996-07-30							
NY_01334391.jpg	1334391	Bro. Alain	4295	May 20, 1955	Capraria biflora L. Capraria biflora L	The New York Botanical Garden NEW YORK BOTANICAL GARDEN The University of Texas Herbarium (LL, TEX) HERBARIO DE LA SALLE Vedado, Habana, CUBA	Plantas de CUBA. Prov. PINAR DEL RIO	Woods: Sierra del Jíbaro, El Ancón Estate, Viñales.	CUBA	Prov. PINAR DEL RIO				1955-05-20	Capraria biflora L. Capraria biflora L.			Woods:		J. Williams & B.L. Turner	30 Jul 1996	1996-07-30							
NY_01334433.jpg	1334433	C. WRIGHT	375	1860	Capraria biflora L. C. b. f. hirta Loes Capraria biflora L.	The New York Botanical Garden EX HERB. HORT. REG. KEW. NEW YORK BOTANICAL GARDEN The University of Texas Herbarium (LL, TEX)	Plantæ Cabenses Wrightianæ.	in Cuba Orientali, prope	Cuba					1860	Capraria biflora L. Capraria biflora L.					FWP. J. Williams & B.L.Turner	1919 30 Jul 1996	1919 1996-07-30							
NY_01334438.jpg	1334438	R. García, F. Jimenez	349	23 Ene, 1985	Capraria biflora L. Capraria biflora L.	"The New York Botanical Garden NEW YORK BOTANICAL GARDEN The University of Texas Herbarium (LL, TEX) JARDIN BOTANICO NACIONAL ""DR. RAFAEL M. MOSCOSO"" SANTO DOMINGO, REPUBLICA DOMINICANA"		"Rep. Dominicana: Distrito Nacional; Ciudad de Santo Domingo; Jardín Botánico Nacional, en el área del ""Herbolario""."	Rep. Dominicana	Distrito Nacional				1985-01-23	Capraria biflora L. Capraria biflora L.			Herbácea de 25-35cm; flores con la corola blanca, frutos verdes. Cultivada		J. Williams & B.L. Turner	30 Jul 1996	1996-07-30							
NY_01334464.jpg	1334464	ALFRED E. RICKSECKER	301	Feb. , 1896	Capraria biflora L. Capraria biflora, L.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN The University of Texas Herbarium (LL, TEX)	Flora of St. Croix, D. W. Indies.	Bassin yard.		St. Croix				1896-02	Capraria biflora L. Capraria biflora L.					J. Williams & B.L. Turner	30 Jul 1996	1996-07-30							
NY_01334493.jpg	1334493	R. Lowden	22351	20 enero 1975	Linosella subulata Ives.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN JARDIN BOTANICO DR. RAFAEL M. MOSCOSO SANTO DOMINGO REPUBLICA DOMINICANA		En un charco, Valle Nuevo, San José de Ocoa. Altura 2100 m.	REPUBLICA DOMINICANA					1975-01-20	Limosella subulata E. Ives			Herbácea acaule; las flores verdosas.		R. Lowden	1975	1975	2100 m.						
NY_01334508.jpg	1334508	Brother Alain Liogier	10875	April 30, 1964	Lindernia crustacea (L.) F.v. Muell. Lindernia crustacea (L.) F. Muell.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN University of North Carolina,Chapel Hill THE NEW YORK BOTANICAL GARDEN	REVISIONARY STUDIES IN LINDERNIA ALLIONI Plants of Puerto Rico	Waste grounds, Bayamon.	Puerto Rico					1964-04-30	Lindernia crustacea (L.) F. Muell. Lindernia crustacea (L.) F. Muell.			Trailing; flowers violet and white.		D. A. Qualls	15 June 1984	1984-06-15							
NY_01497987.jpg	1497987	Bro. León	16235	0ct., 1934	Linociera domingensis (Lam.) Knobl.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN HERBARIO DEL COLEGIO DE LA SALLE VEDADO-HABANA		Cultivated in Guatao, Habana, from a plant from El Gato. Sierra Maestra, Oriente.		Oriente				1934-10	Linociera domingensis (Lam.) Knobl.														
NY_01498039.jpg	1498039	HAROLD E. BOX	0.1427	7th. May. 1938.	Olea europea L.	THE NEW YORK BOTANICAL GARDEN NEW YORK BOTANICAL GARDEN Ex Herb. Mus. Brit.	FLORA OF ANTIGUA	Vernon's.						1938-05-07	Olea europea L.									Two trees are known to me, both on Vernons Estate (limestone district). They are obviously very old but are growing well. Not seen in flower or fruit.					
NY_01498043.jpg	1498043	Stewardson Brown N. L. Britton	382	AUG. 31-SEPT. 20, 1905	Olea europaea L.	THE NEW YORK BOTANICAL GARDEN NEW YORK BOTANICAL GARDEN NEW YORK BOTANICAL GARDEN ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA	EXPLORATION OF BERMUDA	Rocky thicket, Sand Hills, Paget.	BERMUDA		Paget			1905-08-31/1905-09-20	Olea europaea L.									Rocky thicket					
NY_01498065.jpg	1498065	D. S. Correll & G. R. Proctor	47839	December 8, 1976	Cynoctonum mitreola (L.) Britt.	THE NEW YORK BOTANICAL GARDEN NEW YORK BOTANICAL GARDEN FAIRCHILD TROPICAL GARDEN	PLANTS OF BAHAMA ISLANDS	North Andros: in swale in savannah along Bail Road, south of Twin Lakes Farm turn-off.	Bahama Islands					1976-12-08	Cynoctonum mitreola (L) Britt.			Flowers whitish.						in swale in savannah					
NY_01498090.jpg	1498090	D.S. Correll	50709	June 7, 1979	Mitreola petiolata (J. F. Gmel.) T. & G.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN FAIRCHILD TROPICAL GARDEN	PLANTS OF BAHAMA ISLAND	New Providence: in marsh between Highland Park and Bay Street.	BAHAMA					1979-06-07				Plants 1.5 m tall.						in marsh					
NY_01498103.jpg	1498103	N.L. BRITTON PERCY WILSON BROTHER LEON	15254	MARCH 8, 1916	Mitreola petiolata (J.F. Gmel.) Torr. & Gray Cynoctonum mitreola (L.) Britton	The New York Botanical Garden NEW YORK BOTANICAL GARDEN Herbarium Vadense (WAG) THE NEW YORK BOTANICAL GARDEN	EXPLORATION OF CUBA	ISLE OF PINES CALET COCODRILOS	CUBA					1916-03-08	Cynoctonum mitreola (L.) Britton			Edge of water hole		A.J.M. Leeuwenberg	1974	1974							
NY_01498113.jpg	01498112 01498113	C. WRIGHT	960 389	27.III.1885 1860-1864	Mitreola petiolata (J.F. Gmel.) Torr. & Gray Cynoctonum mitreola (L.)Britt. Mitreola petiolata Torr et Gr. Meitreola petiolata Torr. Gray	The New York Botanical Garden COLLEGE OF PHARMACY HERBARIUM NEW YORK BOTANICAL GARDEN NEW YORK BOTANICAL GARDEN Herbarium Vadense (WAG)	P. SINTENIS: PLANTAE PORTORICENSES. Plantae Cubenses Wrightianae	Bayamon, in arenosis maritimus ad Cataño.						1885-03-27 1860/1864	Mitreola petiolata (J.F. Gmel.) Torr. & A. Gray Cynoctonum mitreola (L.) Britton Mitreola petiolata (J.F. Gmel.) Torr. & A. Gray Mitreola petiolata (J.F. Gmel.) Torr. & A. Gray					A.J.M. Leeuwenberg I. URBAN	1974	1974							
NY_01498139.jpg	1498139	C. WRIGHT	3633		Polypremum procumbens L.	The New York Botanical Garden PRESENTED BY JOHN J. CROOKE, Esq. 1899. NEW YORK BOTANICAL GARDEN	Plantae Cubenses Wrightianae.								Polypremum procumbens L.														
NY_01498155.jpg	1498155	H. H. & G. W. SMITH. COMM. F. D. GODMAN, F.R.S.	45431		Spigelia anthelmia L. Spigelia anthelmia L.	The New York Botanical Garden HERBARIUM COLUMBIA UNIVERSITY, NEW YORK. NEW YORK BOTANICAL GARDEN APPALACHIAN STATE UNIVERSITY HERBARIUM EX HERB. HORT. REG. KEW.									Spigelia anthelmia L. Spigelia anthelmia L.					F.J. FERNÁNDEZ CASAS Homer Hurley	30-V-2001 12/68	2001-05-30 1968-12							
NY_01498166.jpg	1498166	Sue A. Thompson, John E. Rawlins	8670	24 June 1991	Spigelia anthelmia L. Spigelia anthelmia L.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN HERBARIUM CARNEGIE MUSEUM (CM), PITTSBURGH, PA.	PLANTS OF ST. LUCIA	ST. LUCIA: Anse La Raye: 1 km SSW of Anse La Raye: Anse Galet valley. 13-56N, 61-03W. Alt. 50 m. River valley.	ST. LUCIA			13-56N	61-03W	1991-06-24	Spigelia anthelmia L. Spigelia anthelmia L.			Fruits green.		F.J. FERNÁNDEZ CASAS	31-V-2001	2001-05-31	50 m.						
NY_01498191.jpg	1498191	D.S.Correll & G.R. Proctor	48780	June 6, 1977	Spigelia anthelmia L. Spigelia anthelmia L.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN HERBARIUM FAIRCHILD TROPICAL GARDEN	PLANTS OF BAHAMA ISLANDS	Crooked Island: in sandy soil near beach area at Landrail Landing.	BAHAMA ISLANDS					6/6/1977	Spigelia anthelmia L. Spigelia anthelmia L.			in sandy soil near beach area Flowers pinkish-lavender.		F.J. FERNÁNDEZ CASAS	30-V-2001	2001-05-30							
NY01075765_lg.jpg	1075765	Roland Thaxter	412	Feb 1898.	Pyrenocollema atlanticum (Vainio) R. C. Harris	NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA	Key West	USA	FLORIDA	MONROE			1898-02	Pyrenocollema atlanticum (Vainio) R. C. Harris														
NY01075766_lg.jpg	1075766	R.T. Wilce		5 November 1976	Arthopyrenia halodytes (Nyl.) Arnold	NEW YORK BOTANICAL GARDEN	MYCOLOGICAL COLLECTIONS	High littoral, White Horse Beach, between Manomet Pt. and Rocky Pt., Plymouth area	USA	Massachusetts				1976-11-05	Arthopyrenia halodytes (Nyl.) Arnold					M.E.B.B.				shell of Balanus balanoides			shell of Balanus balanoides		
NY01075768_lg.jpg	1075768	William R. Buck	35573	6 May 1999	Pyrenocollema halodytes (Nyl.) R. C. Harris	NEW YORK BOTANICAL GARDEN	Cryptogams of Canada	Saint John, Bay of Fundy, Digby Ferry Landing, ca. 45°15'N, 66°02'W; below high tide mark.	Canada	New Brunswick	Saint John	45°15'N	66°02'W	1999-05-06	Pyrenocollema halodytes (Nyl.) R. C. Harris	45.25	-66.033							on snail shells in tidal pool below high tide mark			on snail shells in tidal pool	45°15'N, 66°02'W	
