filename	dwc:catalogNumber	dwc:recordedBy	dwc:recordNumber	dwc:verbatimEventDate	aocr:verbatimScientificName	aocr:verbatimInstitution	dwc:datasetName	dwc:verbatimLocality	dwc:country	dwc:stateProvince	dwc:county	dwc:verbatimLatitude	dwc:verbatimLongitude	dwc:eventDate	dwc:scientificName	dwc:decimalLatitude	dwc:decimalLongitude	dwc:fieldNotes	dwc:sex	dwc:identifiedBy	aocr:verbatimDateIdentified	dwc:dateIdentified	dwc:verbatimElevation	dwc:habitat	dwc:municipality	dwc:occurrenceRemarks	dwc:substrate	dwc:verbatimCoordinates	dwc:family
EMEC609589_Cerceris_compacta.jpg	EMEC 609,589	J.R.Powers		V-16-1979		U.C. Berkeley		15 kmS San Juan del Rio, Qro.,Mex.						1979-05-16															
EMEC609590_Cerceris_compacta.jpg	EMEC 609,590	J.R.Powers		V-16-1979		U.C. Berkeley		15 kmS San Juan del Rio, Qro.,Mex.						1979-05-16															
EMEC609600_Cerceris_compacta.jpg	EMEC 609,600	R.E.Coville		4-IX-1978		U.C. Berkeley		Ariz.:Cochise Co., Stateline Rd.,1 mi. NW Rodeo, N. Mex.			Cochise			1978-09-04									4100'						
EMEC609601_Cerceris_compacta.jpg	EMEC 609,601	J.R.Powers		June 25, 1975		U.C. Berkeley		2 mi W Horse Cave Hart Co., Kentucky		Kentucky	Hart			1975-06-25															
EMEC609612_Cerceris_compacta.jpg	EMEC 609,612	P. D. Hurd		VII-18-22-51		U.C. Berkeley		Ahuacatlan, Nay.,Mex.					1951-07-18/22											On fls. of Donnellsmithia Hintonii M&C					
EMEC609614_Cerceris_compacta.jpg	EMEC 609,614	P. D. Hurd		VII-18-22-51		U.C. Berkeley		Ahuacatlan, Nay.,Mex.						1951-07-18/22										On fls. of Donnellsmithia Hintonii M&C					
EMEC609623_Cerceris_compacta.jpg	EMEC 609,623	P. D. Hurd		VII-18-22-51		U.C. Berkeley		Ahuacatlan Nay.,Mex.						1951-07-18/22										On fls. of Donnellsmithia Hintonii M&C					
EMEC609624_Cerceris_compacta.jpg	EMEC 609,624	P. D. Hurd		VII-18-57		U.C. Berkeley		MEX:Chiap. Suchiapa						1957-07-18															
EMEC609636_Cerceris_compar_compar.jpg	EMEC 609,636	P. D. Hurd		10 Aug. 1951	Cerceris compar albinota Scul.	U.C. Berkeley		18 mi.W.Jimenez Chih.,Mexico	Mexico					1951-08-10					male	H.A.Scullen		69		On Baccharis					
EMEC609639_Cerceris_compar_compar.jpg	EMEC 609,639	Krombein		July 1,1934	Cerceris compar Cr	U.C. Berkeley		Salamanca N.Y.		New York				1934-07-01					male	H.A.Scullen		41							
EMEC609643_Cerceris_completa.jpg	EMEC 609,643	D.D.Linsdale		VI-6-59	Cerceris completa Bks	U.C. Berkeley		Arroyo Mocho,20 mi.S.Livermore Alameda Co. Calif.		California				1959-06-06					male	H.A.Scullen		62							
EMEC609651_Cerceris_completa.jpg	EMEC 609,651	C.D.MacNeill		V1-27-53	Cerceris completa Bks	U.C. Berkeley		Calif:Sta.Clara Co.,SanAntonio Vy.RangerSta.		California	Santa Clara			1953-06-27					male	H.A.Scullen		66							
EMEC609661_Cerceris_completa.jpg	EMEC 609,661	J.R.Powers		VI-4-60		U.C. Berkeley		Arroyo Mocho, 20 mi. S. Livermore Alameda Co. Calif.		California	Alameda			1960-06-04															
EMEC609675_Cerceris_conifrons.jpg	EMEC 609,675	J. W. MacSwain		VIII-6-50	Cerceris conifrons Mick.	U.C. Berkeley		Joseph City Navajo Co. Ariz		Arizona	Navajo			1950-08-06					male	H.A.Scullen		61							
EMEC609683_Cerceris_conifrons.jpg	EMEC 609,683	E.G Linsley		8-8 59	Cerceris conifrons Mick.	U.C. Berkeley		1.5mi,NE,Portal 8-8 59ARIZ5000'		Arizona				1959-08-08					male	H.A.Scullen		61	5000'	on Acacia					
EMEC609685_Cerceris_conifrons.jpg	EMEC 609,685	R. E. Coville		31-VIII-1977		U.C. Berkeley		Ariz.: Cochise Co. 1 mi. NE Portal, on Rd. to San Simon at Cave Cr.		Arizona	Cochise			1977-08-31															
EMEC609686_Cerceris_conifrons.jpg	EMEC 609,686	R. E. Coville		26-VIII-1977		U.C. Berkeley		Ariz.: Cochise Co., 6.5 mi. SE Portal		Arizona	Cochise			1977-08-26															
EMEC609689_Cerceris_conifrons.jpg	EMEC 609,689	M.Wasbauer		IV-22/23-1953		U.C. Berkeley		TEXAS:Brewster Co Big Bend Nat Park Santa Elena Cyn.	Texas	Brewster				1953-04-22/23															
EMEC609696_Cerceris_conifrons.jpg	EMEC 609,696	P. D. Hurd		10 Aug.'51	Cerceris conifrons Mick.	U.C. Berkeley		8 mi. So. of Camargo, Chih.,Mex.	Mexico	Chihuahua				1951-08-10					female	H.A.Scullen		57							
EMEC609705_Cerceris_conifrons.jpg	EMEC 609,705	J.M. Davidson M.A. Cazier		VI-28-66	Cerceris conifrons Mickel Paraeyella filifolia Torr.&Gray	U.C. Berkeley		Hotevilla Navajo Co.Ariz 7000'	Arizona	Navajo				1953-04-22/23					female	JM Davidson		68	7000'						
EMEC609709_Cerceris_convergens.jpg	EMEC 609,709	J MacSwain		V-25-50	Cerceris convergens V.&C.	U.C. Berkeley		Mt. Hamilton Santa Clara Co. Cal.	California	Santa Clara				1950-05-25				Eriodictyon	female	H.A.Scullen		62							
EMEC609711_Cerceris_convergens.jpg	EMEC 609,711	P.D. Hurd		VI-2-5-1951	Cerceris chilopsidis V. & C.	U.C. Berkeley		Vallecillo N.L., Mex.	Mexico					1951-06-02/05					female	H.A.Scullen		52							
EMEC609719_Cerceris_convergens.jpg	EMEC 609,719			7. 1925	Cerceris convergens V. & C.	U.C. Berkeley		Davis, Cal		California				1925-07					male	H.A.Scullen		71							
EMEC609722_Cerceris_convergens.jpg	EMEC 609,722	F.D.Parker		VII-16-50	Cerceris convergens V. & C.	U.C. Berkeley		Cathedral City Riverside Co. Calif.		California	Riverside			1964-07-16					male	H.A.Scullen		71							
EMEC609730_Cerceris_convergens.jpg	EMEC 609,730	F.D.Parker		VII-3-1964	Cerceris convergens V. & C.	U.C. Berkeley		Nixon Nev. Washoe Co.		Nevada	Washoe			1964-07-03					male	H.A.Scullen		71							
EMEC609733_Cerceris_convergens.jpg	EMEC 609,733	N.W.Frazier		VI-14 1937	Cerceris convergens V. & C.	U.C. Berkeley		Lone Pine Inyo Co., Calif.		California	Inyo			1937-06-14					male	H.A.Scullen		71							
EMEC609740_Cerceris_convergens.jpg	EMEC 609,740	J. G. Rozen		IV-26-52	Cerceris convergens Viereck & CKll	U.C. Berkeley		Box Canyon Riverside Co. Calif.		California	Riverside			1952-04-26					male	T.Griswold									
EMEC609742_Cerceris_convergens.jpg	EMEC 609,742	R.Coville		IX-26 1978	Cerceris convergens	U.C. Berkeley		CAL:Sta.Barb.Co. Sta.Cruz Is. Central Vy.		California	Santa Barbara			1978-09-26						Menke		1981							
EMEC609747_Cerceris_convergens.jpg	EMEC 609,747	N.W.Frazier		V-30 1937	Cerceris convergens V.& C.	U.C. Berkeley		Panamint Mts. Inyo Co., Calif.		California	Inyo			1937-05-30					female	H.A.Scullen		50							
EMEC609758_Cerceris_convergens.jpg	EMEC 609,758	C. D. Michener		9-30-34	Cerceris convergens V.& C.	U.C. Berkeley		Altadena, Calif.		California				1934-09-30					female	H.A.Scullen		38							
EMEC609764_Cerceris_convergens.jpg	EMEC 609,764	J. W. MacSwain		VII-2-53	Cerceris convergens V.& C.	U.C. Berkeley		Mazourka Canyon Inyo Co. Cal.		California	Inyo			1953-07-02					female	H.A.Scullen		57							
EMEC609766_Cerceris_convergens.jpg	EMEC 609,766	J. W. MacSwain		X-9-55	Cerceris convergens V.& C.	U.C. Berkeley		Palm Springs Riverside Co., Calif		California	Riverside			1955-10-09					female	H.A.Scullen		57							
EMEC609770_Cerceris_convergens.jpg	EMEC 609,770	E. G. Linsley		VII-13-59	Cerceris convergens V.& C.	U.C. Berkeley		Duran Torrance Co. N.Mex.		New Mexico	Torrance			1959-07-13					female	H.A.Scullen		61							
EMEC609780_Cerceris_convergens.jpg	EMEC 609,780	E. S. Ross		V-13-1939	Cerceris convergens V.& C.	U.C. Berkeley		Palm Canyon Riverside Co., Calif		California	Riverside			1939-05-13					male	H.A.Scullen		58							
EMEC609782_Cerceris_convergens.jpg	EMEC 609,782	P. D. Hurd		27 June 1951	Cerceris convergens V.& C.	U.C. Berkeley		Alpuyeca, Morelos,Mex.		Mexico				1951-06-27					male	H.A.Scullen		55							
EMEC609785_Cerceris_convergens.jpg	EMEC 609,785	E.G Linsley		8-8 59	Cerceris convergens V.& C.	U.C. Berkeley		1.5mi,NE,Portal, 8-8 59ARIZ 5000'		Arizona				1959-08-08				on Acacia	male	H.A.Scullen		61	5000'						
EMEC609795_Cerceris_convergens.jpg	EMEC 609,795	R. S. Beal		VI-22-53	Cerceris convergens V.& C.	U.C. Berkeley		Borrego San Diego Co. Calif.		California	San Diego			1953-07-22					male	H.A.Scullen		60							
EMEC609800_Cerceris_convergens.jpg	EMEC 609,800	M. Wasbauer		V-3-56	Cerceris convergens V.& C.	U.C. Berkeley		Borrego San Diego Co. Calif.		California	San Diego			1956-05-03				Eriogonum	male	H.A.Scullen		60							
EMEC609803_Cerceris_convergens.jpg	EMEC 609,803	O. C. La France		IX-1-1959	Cerceris convergens V.& C.	U.C. Berkeley		Morongo Vy. San Bernardino Co. Calif.		California	San Bernardino			1959-09-01				Eriogonum	male	H.A.Scullen		63							
EMEC609815_Cerceris_convergens.jpg	EMEC 609,815	R.M.Bohart		X-30-38	Cerceris convergens V.& C.	U.C. Berkeley		Palm Spr. Calif.		California				1938-10-30					male	H.A.Scullen		58							
EMEC609816_Cerceris_convergens.jpg	EMEC 609,816	E.G. Linsley		IX-9-58	Cerceris convergens V.& C.	U.C. Berkeley		Douglas,6 mi. E. Cochise Co. Ariz.		Arizona	Cochise			1958-09-09				Haplopappus hartwegi	male	H.A.Scullen		59							
EMEC609826_Cerceris_convergens.jpg	EMEC 609,826	M.Wasbauer		IV-27-54	Cerceris convergens V.& C.	U.C. Berkeley		Borego San Diego Co., Calif.		California	San Diego			1954-04-27				Croton californicus	male	H.A.Scullen		57							
EMEC609828_Cerceris_convergens.jpg	EMEC 609,828	P. D. Hurd		V-3-1956	Cerceris convergens V.& C.	U.C. Berkeley		Borrego,Calif S.Diego,Co.		California	San Diego			1956-05-03				Eriogonum inflatum	male	H.A.Scullen		57							
EMEC609836_Cerceris_convergens.jpg	EMEC 609,836	G. A. Marsh		IV-29-52	Cerceris convergens V.& C.	U.C. Berkeley		Hopkins Well Riverside Co. Calif.		California	Riverside			1952-04-29					male	H.A.Scullen		55							
EMEC609839_Cerceris_convergens.jpg	EMEC 609,839	J. W. MacSwain		VII-2 53	Cerceris convergens V.& C.	U.C. Berkeley		Mazourka Canyon Inyo Co. Cal.		California	Inyo			1953-07-02					male	H.A.Scullen		58							
EMEC609841_Cerceris_convergens.jpg	EMEC 609,841	J. W. MacSwain		VII-2 53	Cerceris convergens V.& C.	U.C. Berkeley		Mazourka Canyon Inyo Co. Cal.		California	Inyo			1953-07-02					male	H.A.Scullen		58							
EMEC609848_Cerceris_convergens.jpg	EMEC 609,848	P. D. Hurd		IV-24-1955	Cerceris convergens V.& C.	U.C. Berkeley		Borego,Calif. San Diego Co.		California	San Diego			1955-04-24					male	H.A.Scullen		58							
EMEC609853_Cerceris_convergens.jpg	EMEC 609,853	R.H.Goodwin		VII-13-54	Cerceris convergens V.& C.	U.C. Berkeley		Hot Spring Mt. LassenCo.Calif		California	Lassen			1954-07-13					male	H.A.Scullen		58							
EMEC609857_Cerceris_convergens.jpg	EMEC 609,857	J.W.MacSwain		VIII-17-60	Cerceris convergens V.& C.	U.C. Berkeley		Topaz Lake Douglas Co., Nev.		Nevada	Douglas			1960-08-17					male	H.A.Scullen		62							
EMEC609861_Cerceris_convergens.jpg	EMEC 609,861	R. R. Snelling		August 17 1954	Cerceris convergens V.& C.	U.C. Berkeley		Lancaster Los Angeles Co.Calif.		California	Los Angeles			1954-08-17					male	H.A.Scullen		62							
EMEC609862_Cerceris_convergens.jpg	EMEC 609,862	R. R. Snelling		August 17 1954	Cerceris convergens V.& C.	U.C. Berkeley		Lancaster Los Angeles Co.Calif.		California	Los Angeles			1954-08-17					male	H.A.Scullen		62							
EMEC609867_Cerceris_convergens.jpg	EMEC 609,867	E. I. Schlinger		VII-13-1954	Cerceris convergens V.& C.	U.C. Berkeley		Nombre de Dios Durango, MEX.		Mexico				1954-07-13					male	H.A.Scullen		62							
EMEC609874_Cerceris_convergens.jpg	EMEC 609,874	P. D. Hurd		VII-4-66	Cerceris convergens V.& C.	U.C. Berkeley		MEX:Baja Calif. Sur, La Pas, 7 mi. SW,						1966-07-04				Wislizenia refracta var. mammillata	female	H.A.Scullen		67							
EMEC609879_Cerceris_convergens.jpg	EMEC 609,879	P. D. Hurd AE&MM Michelbacher		IX-15-1974	Cerceris convergens V.& C.	U.C. Berkeley		Ariz:Cochise Co. Sierra Vista,		Arizona	Cochise			1974-09-15				Isocoma tenuisecta	male	Ferguson		81							
EMEC609880_Cerceris_convergens.jpg	EMEC 609,880	R.E.Coville		4-IX-1978		U.C. Berkeley		Ariz.:Cochise Co. Stateline Rd.,1 mi. NW Rodeo, N. Mex., 4100'		Arizona	Cochise			1978-09-04									4100'						
EMEC609881_Cerceris_convergens.jpg	EMEC 609,881	R.E.Coville		3-IX-1978		U.C. Berkeley		Ariz.:Cochise Co. Portal, 4.7 mi. SE, 4250'		Arizona	Cochise			1978-09-03									4250'						
EMEC609882_Cerceris_convergens.jpg	EMEC 609,882	R.Rude		VIII-20-76		U.C. Berkeley		CALIF:San Dgo.Co. 7 mi.NNW Warners Sprs,Indian Flats Campgd.		California	San Diego			1976-08-20				Eriogonum fasciculatum											
EMEC609885_Cerceris_convergens.jpg	EMEC 609,885	J.W.MacSwain		X-28-56		U.C. Berkeley		Sabino Canyon Pima Co. Ariz.		Arizona	Pima			1956-10-28															
EMEC609889_Cerceris_convergens.jpg	EMEC 609,889	W.J.Turner		VII-11-67		U.C. Berkeley		Topaz Lake, Douglas Co. NEV.		Nevada	Douglas			1967-07-11															
EMEC609890_Cerceris_convergens.jpg	EMEC 609,890	W.J.Turner		VII-11-67		U.C. Berkeley		Topaz Lake, Douglas Co. NEV.		Nevada	Douglas			1967-07-11															
EMEC609897_Cerceris_convergens.jpg	EMEC 609,897	R.O.Schuster		VI-23-56		U.C. Berkeley		Watts Valley Fresno Co. Calif.		California	Fresno			1956-06-23															
EMEC609900_Stigmus_sp.jpg	EMEC 609,900	J.R.Powers		V-22-1980		U.C. Berkeley		Moorhead, Minn. Clay County		Minnesota	Clay			1980-05-22				Collected at malaise trap											
EMEC609902_Stigmus_sp.jpg	EMEC 609,902	J.R.Powers		VIII-14-1973		U.C. Berkeley		Moorhead Clay Co.,Minn.		Minnesota	Clay			1973-08-14				Collected at malaise trap											
EMEC609903_Stigmus_sp.jpg	EMEC 609,903	S.Szerlip R.Coville, J.Powell		VIII-2-73		U.C. Berkeley		ARIZ: Cochise Co., South Fork, Cave Crk. 4 mi SW Portal		Arizona	Cochise			1973-08-02															
EMEC609908_Stigmus_sp.jpg	EMEC 609,908	R.Dietz, J.Hafernik		V-23-76		U.C. Berkeley		CALIF:Humboldt Co. 3 mi. N Garberville		California	Humboldt			1976-05-23															
EMEC609910_Stigmus_sp.jpg	EMEC 609,910	R.Wharton & R.Coville		V-23-76		U.C. Berkeley		CALIF:Humboldt Co. 3 mi. N Garberville		California	Humboldt			1976-05-23															
EMEC609912_Stigmus_sp.jpg	EMEC 609,912	J.Doyen		V-2-74		U.C. Berkeley		CALIF:S.L.O.Co. Dune Lakes, 3 mi S.Oceano		California	San Luis Obispo			1974-05-02				on Salix											
EMEC609914_Stigmus_sp.jpg	EMEC 609,914	J.Powell		III-20-67		U.C. Berkeley		MEX Baja Calif. Tajo Branch Cantillas Cyn 1700-2700' Sierra Juarez		Mexico				1967-03-20				on Salix					1700-2700'						
EMEC609916_Stigmus_sp.jpg	EMEC 609,916	R. Wharton		IV-8-75		U.C. Berkeley		CALIF:Monterey Co. 5 air mi SW Green- field,Arroyo Seco River 400'		California	Monterey			1975-05-08				Flight trap					400'						
EMEC609918_Stigmus_sp.jpg	EMEC 609,918	R.Coville		VIII-12-73		U.C. Berkeley		CALIF:San Luis Obispo Co.Dune Lakes,3mi S Oceano		California	San Luis Obispo			1973-08-12				on Baccharis pilularis											
EMEC609921_Stigmus_sp.jpg	EMEC 609,921	E.Rogers		V-5-75		U.C. Berkeley		CALIF:Monterey Co. 5 air mi SW Green- field,Arroyo Seco River 400'		California	Monterey			1975-05-05				Flight trap					400'						
EMEC609924_Stigmus_sp.jpg	EMEC 609,924	E. Schlinger		VI-19-1970		U.C. Berkeley		CAL: Contra Costa Co. Orinda		California	Contra Costa			1970-06-19															
EMEC609926_Stigmus_sp.jpg	EMEC 609,926	E. Schlinger		VII-12-1970		U.C. Berkeley		CAL: Contra Costa Co. Orinda		California	Contra Costa			1970-07-12															
EMEC609928_Stigmus_sp.jpg	EMEC 609,928	R.Dietz, J.Hafernik		V-23-76		U.C. Berkeley		CALIF:Humboldt Co. 3 mi.N Garberville		California	Humboldt			1976-05-23															
EMEC609930_Stigmus_sp.jpg	EMEC 609,933	R. Coville		VIII-2/3-1973		U.C. Berkeley		ARIZ: Cochise Co., Stewart Camp, 2mi SW Portal 4800' el.		Arizona	Cochise			1973-08-2/3				on Melilotus					4800' el.						
EMEC609933_Stigmus_sp.jpg	EMEC 609,933	R. Coville		VIII-2/3-1973		U.C. Berkeley		ARIZ: Cochise Co., Stewart Camp, 2mi SW Portal 4800' el.		Arizona	Cochise			1973-08-2/3				on Melilotus					4800' el.						
EMEC609934_Stigmus_sp.jpg	EMEC 609,934	A. Raske C. Slobodchikoff		VIII-7/9-65		U.C. Berkeley		COSTA RICA Turrialba	Costa Rica					1965-08-07/09															
EMEC609935_Stigmus_sp.jpg	EMEC 609,935 216053	ME Buegler E.I.Schlinger		VII-2-75		U.C. Berkeley	Univ. Calif. Insect Survey	CALIF:Mendocino Co. Inglenook Fen 4 mi.N.Ft.Bragg		California	Mendocino			1975-07-02															
EMEC609936_Stigmus_sp.jpg	EMEC 609,936 216056	ME Buegler E.I.Schlinger		VII-2-75		U.C. Berkeley	Univ. Calif. Insect Survey	CALIF:Mendocino Co. Inglenook Fen 4 mi.N.Ft.Bragg		California	Mendocino			1975-07-02															
EMEC609939_Stigmus_sp.jpg	EMEC 609,939	W.Middlekauff		Sept 14 16,1992		U.C. Berkeley		CA:Ah-Pah Cr.confl with Klamath River Humboldt Co.		California	Humboldt			1992-09-14/16				flight trap											
EMEC609944_Stigmus_sp.jpg	EMEC 609,944	M.Wasbauer		31-VI-1976		U.C. Berkeley		COSTA RICA: Cartago Turrialba IICA	Costa Rica					1976-06-31				Malaise Trap											
EMEC609945_Stigmus_sp.jpg	EMEC 609,945	M.Wasbauer		VI-8-76		U.C. Berkeley		CR:Cartago Turrialba IICA						1976-06-08				malaise trap											
EMEC609951_Stigmus_sp.jpg	EMEC 609,951	H. V. Daly		May 10, 1991		U.C. Berkeley		"CA:Contra Costa Co. Kensington, 690 ft. 37 deg 54' 26"" N 122 deg 16' 32"" W"				"37 deg 54' 26"" N"	"122 deg 16' 32"" W"	1991-05-10		37.90722	-122.27556	Malaise Trap					690 ft.						
EMEC609952_Stigmus_sp.jpg	EMEC 609,952	H. V. Daly		May 10, 1991		U.C. Berkeley		"CA:Contra Costa Co. Kensington, 690 ft. 37 deg 54' 26"" N 122 deg 16' 32"" W"				"37 deg 54' 26"" N"	"122 deg 16' 32"" W"	1991-05-10		37.90722	-122.27556	Malaise Trap					690 ft.						
EMEC609958_Timberlakena_yucaipa.jpg	EMEC 609,958	Powell		VIII-21-81		U.C. Berkeley		CAL:Antioch Natl. Wildl. Pres. (LC), Contra Costa Co.		California	Contra Costa			1981-08-21				Eriogonum nudum											
EMEC609963_Timberlakena_yucaipa.jpg	EMEC 609,963	J.Powell		VIII-26-81		U.C. Berkeley		CAL:Antioch Natl. Wildl. Pres. (LC), Contra Costa Co.		California	Contra Costa			1981-08-26															
EMEC609968_Timberlakena_yucaipa.jpg	EMEC 609,968	Powell		VIII-21-81		U.C. Berkeley		CAL:Antioch Natl. Wildl. Pres. (LC), Contra Costa Co.		California	Contra Costa			1981-08-21															
EMEC609976_Timberlakena_yucaipa.jpg	EMEC 609,976	Powell		VIII-21-81		U.C. Berkeley		CAL:Antioch Natl. Wildl. Pres. (LC), Contra Costa Co.		California	Contra Costa			1981-08-21				Eriogonum nudum											
EMEC609987_Aphilanthops_foxi.jpg	EMEC 609,987	P. D. Hurd		IV-29-52		U.C. Berkeley		Hopkins Well Riverside Co. Calif.		California	Riverside			1952-04-29															
EMEC609997_Aphilanthops_foxi.jpg	EMEC 609,997	E.G.Linsley JWMacSwain R.F.Smith		IV-30-49		U.C. Berkeley		6 mi.W. Indio Riverside Co., Calif		California	Riverside			1949-04-30				Melilotus											
NY_00020326.jpg	20326	T. A. Zanoni, D. Atha & M. Vives	47249	28 Oct 1994	Forestiera eggersiana Krug & Urb.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN The New York Botanical Garden	PLANTS OF PUERTO RICO	Municipio Quebradillas: Barrio Terra Nova, along Route 4485 at km 2 (from Rt 485). On driveway off Rt 4485.	Puerto Rico	Municipio Quebradillas		18°29'N	"66°56'30""W--66°56'30""W"	1994-10-28				Formerly coastal forest, windswept by ocean breezes. Limestone rock. Uncommon. Single erect setem, 3 m tall. Lf dark green. Fl light yellow Green.					100 m						Oleaceae
NY_00040685.jpg	40685	Daniel Atha Thomas A. Zanoni, José Cedeño	711	November 4, 1994	Jasminum fluminense Vell.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN The New York Botanical Garden	INSTITUTE OF ECONOMIC BOTANY Pfizer Collections and Extractions	USA, Puerto Rico. Mun Quebradillas. Growing on roadside	Puerto Rico	Mun Quebradillas		18°29'N	66°56'W	1994-11-04	Jasminum fluminense Vell.			somewhat dry calcareous rock. Climbing; stems 2.5m; flowers white.		T. Zanoni	1994	1994							OLEACEAE
NY_00040904.jpg	40904	Eirik Stijfhoorn, G. A. Eidesen and H. T. Beck	776	May 11, 1992	Anthurium hookeri Kunth	The New York Botanical Garden NEW YORK BOTANICAL GARDEN The New York Botanical Garden INSTITUTE OF ECONOMIC BOTANY	Plants of Commonwealth of Dominica	WEST INDIES, Dominica. St. George. Above new steel bridge on road to Freshwater Lake.	Dominica	St. George		15º19'N	61º19'W	1992-05-11	Anthurium hookeri Kunth			Advanced secondary montane rainforest. Herb, terrestrial, forming a rosette; leaves 1.3m long x 0.35m wide; roots also growing upward in debris between leaves.		T. Croat	93	1993	765m						
NY_00040919.jpg	40919	James Higgins, Prosper Paris	53	August 24, 1992	Manilkara bidentata (A.L. Candolle) Chevalier	The New York Botanical Garden NEW YORK BOTANICAL GARDEN The New York Botanical Garden INSTITUTE OF ECONOMIC BOTANY	Plants of Commonwealth of Dominca	WEST INDIES, Dominica. Carib Territory. Land of Wilbur Rabbaes, Atkinson. In field 0.9km downhill from top of ridge. 15°13'N, 61°16'W. 200m. Cleared forest, cultivated banana field.	Dominica			15°13'N	61°16'W	1992-08-24	Manilkara bidentata (A.L. Candolle) Chevalier			Tree to 20m with dbh 1.5m; bark rough, thick; mature leaves mottled and scarred. n.v.: Bullet Wood [English]. Balata [Creole-Patois]. USE: Material for construction {wood]. Used in housebuilding		Hans T. Beck	93	1993	200m						
NY_00191205.jpg	191205	J. Higgins Prosper Paris	109	18-Jan-94	Cassipourea elliptica (Sw.) Poir.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN The New York Botanical Garden Institute of Economic Botany	Plants of Dominica	DOMINICA. Carib Territory. Ridge Road, roadside, Bataka. Roadside, steep dropoff.	DOMINICA					1994-01-18	Cassipourea elliptica (Sw.) Poir.			Direct sun, dry soil. Shrub to 4m; flowers small, pink/white; pistils gr leaves shiny green, bark brown, smooth. NV: Bois Die? Dye [Creole] USES: Charm against spells {bark or dryed wood}. As tea. The dryed wood is burned first.		M. Nee	1998	1998							RHIZOPHORACEAE
NY_00198945.jpg	198945	STEWARDSON BROWN N. L. BRITTON E. J. WORTLEY	1674	SEPT., 1913	Gastonia cutispongia Lam.	The New York Botanical Garden NEW YORK BOTANICAL GARDEN NEW YORK BOTANICAL GARDEN ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA BERMUDA DEPARTMENT OF AGRICULTURE	EXPLORATION OF BERMUDA	Bellevue	BERMUDA					1913-09	Gastonia cutispongia Lam.			Planted											
