filename	id_v1	value1	id_v2	value2	id_v3	value3
EMEC609764_Cerceris_convergens.jpg	301	Cerceris convergens	302	Cerceris convergens	306	Cerceris convergens
EMEC609785_Cerceris_convergens.jpg	301	Cerceris convergens	307	Cerceris convergens	317	Cerceris convergens
EMEC609803_Cerceris_convergens.jpg	301	Cerceris convergens	306	Cerceris convergens	48	Cerceris convergens
EMEC609826_Cerceris_convergens.jpg	317	Cerceris convergens	318	Cerceris converges	48	Cerceris convergens
EMEC609828_Cerceris_convergens.jpg	301	Cerceris convergens	303	Eriogonum inflatum	304	Cerceris convergens
EMEC609879_Cerceris_convergens.jpg	301	Cereris convergens	306	Cerceris convergens	310	Cerceris convergens V. C.
EMEC609880_Cerceris_convergens.jpg	301		305	Cochise Co.	306	
EMEC609882_Cerceris_convergens.jpg	306	Eriogonum Fasciculatum	307		313	Eriogonum fasciculatum
EMEC609885_Cerceris_convergens.jpg	305	Sabino Canyon Pima Go.	308		309	Cerceris convergens
EMEC609900_Stigmus_sp.jpg	301		307		311	
EMEC609903_Stigmus_sp.jpg	301		307		310	
EMEC609926_Stigmus_sp.jpg	301		306		307	
EMEC609939_Stigmus_sp.jpg	311		314		316	
EMEC609987_Aphilanthops_foxi.jpg	315		317		318	Aphilanthops foxi
EMEC609997_Aphilanthops_foxi.jpg	301	Melilotus	304	Melilotus	304	Melilotus
NY01075765_lg.jpg	307	Pyrenocollema atlanticum (Vainio) R. C. Harris	318	Pyrenocollema atlanticum	48	Pyrenocollema atlanticum (Vainio)
NY01075766_lg.jpg	301	Arthopyenia halodytes	302	Arthopyrenia halodytes (Nyl.)	313	Arthopyrenia halodytes (Nyl.)
NY01075768_lg.jpg	301	Pyrenocollema halodtes	311	Pyrenocollema halodytes (Nyl.)	317	Pyrenocollema halodytes (Nyl.)
NY01075775_lg.jpg	306	Pyrenocollema Tichothecioides	318	PYRENOCOLLEMA TICHOTHECIOIDES	48	Pyrenocollema tichothecioides (Arn.)
NY01075790_lg.jpg	301	Arthopyrenia cinchonae	306	Arthopyrenia Cinchonae	318	Arthopyrenia cinchonae (Ach.)
NY01075792_lg.jpg	318	Arthopyrenia cinchonea (Ach.)	48	Arthopyrenia cinchonae (Ach.)	67	Arthopyrenia cinchonae (Ach.)
NY01075806_lg.jpg	314	Arthopyrenia cinchonae (Ach.) Mull. Arg. 	317	Arthopyrenia cinchonae (Ach.)	318	Arthopyrenia cinchonae
NY01075818_lg.jpg	306	Arthopyrenia cinchonae	309	Arthopyrenia cinchonae (Ach.)	310	Arthopyrenia cinchonae (Ach.) Mull. Arg.
NY01075822_lg.jpg	301	Arthopyrenia cinchonae	311	Arthopyrenia cinchonae (Ach.) Mull. Arg.	312	Arthopyrenia cinchonae (Ach.)
NY01075827_lg.jpg	302	Ciferriolichen cinchonae (Ach.)	310	Ciferriolichen cinchonae (Ach.)	317	Ciferriolichen cinchonae
NY01075831_lg.jpg	311	Arthopyrenia cinchonae (Ach.) Mull. Arg.	316	Arthopyrenia cinchonae (Ach.)	318	Arthopyernia cinchonae (Ach.)
NY01075837_lg.jpg	308	Ciferriolichen cinchonae (Ach.)	310	Ciferriolichen cinchonae (Ach.)	316	Ciferriolichen cinchonae (Ach.)
NY_00020326.jpg	301	Foresitera eggerisana	310	Forestiera eggersiana Krug & Urb	318	Oleaceae
NY_00040685.jpg	302	Jasminum fluminense Vell.	316	Jasminum fluminense Vell	317	Jasminum fluminense
NY_00040919.jpg	301	Manilkara bidentata	307	Manilkara bidentata	313	Manilkara bidentata (A. L. Candolle) Chevalier
NY_00198945.jpg	301	gastonia cutinougia	318	Gastonia cutichongia Lyam.	48	Gastonia cutispongia
NY_00198993.jpg	306	Polyscias obtusa Harms	307	Nothopanax tricochleatus Miq. 	318	Nothophanax tricodileatrium Nug.
NY_00413475.jpg	301	Jasminium fluminense	309	Jasminium fluminense Vell.	318	Jasminium fluminence Vell.
NY_00413589.jpg	301	Myriophyllum aquatium	301	Myriophyllum aquatium	306	Myriophyllum aquaticum
NY_00499439.jpg	306		314	Cymbalavia Cymbalavia (L.) Weltst	318	
NY_00617450.jpg	301	Daucus carota	318	Daucus carota L.	48	Daucus carota L.
NY_00641566.jpg	301	Bambusa tuldoides	303	Gramineae	311	Bambusa tuldoides Munro
NY_00754868.jpg	307	Bambusa multiplex (Loureiro) Raeuschel	317	Bambusa multiplex	318	Bambus multiplex
NY_00754872.jpg	301	Bambusa vulgaris	303	Bambusa vulgaris Schrad	307	Bambusa vulgaris Schrad.
NY_00819601.jpg	305	Ludwigia peploides (HBK.) Raven subsp. peploides	306	Ludwigia peploides Raven subsp. peptides	317	Ludwigia peploides
NY_01334326.jpg	315	B. floridana	317		318	
NY_01334334.jpg	307	Buchnera longifolia	317	Buchnera longifolia	318	Buchnera longifolia Kunth
NY_01334374.jpg	301	Capraria biflora L.	302	Capraria biflora L.	315	Capraria biflora
NY_01334391.jpg	302	Capraria biflora L.	306	Capraria biflora L.	307	Capraria biflora
NY_01334433.jpg	303	Capraria biflora	318	Cepraria bifiora L.	48	Capraria biflora L.
NY_01334438.jpg	303	Capraria biflora	306	Capraria biflora	307	Capraria biflora
NY_01334464.jpg	301	Capraria biflora	318	Capraria biflora L.	48	Capraria biflora L.
NY_01334493.jpg	303	Losella subulata	306	Limosella subulata Ives	310	Linosella subulata Ives.
NY_01334508.jpg	301	Lindernia crustacea	306	Lindernia crustacea	307	Lindernia crustacea
NY_01497987.jpg	302	Linociera domigenlio (Lam.) Knobl.	306	Lindeiera domingentio	308	Lineciera domingentis (Lam.) Knobl.
NY_01498039.jpg	306	Olea europea L.	309	Olea europea L.	318	Olea europea L.
NY_01498043.jpg	306	Olea europaea L	318		48	Olea europea L.
NY_01498065.jpg	301	Cynoctonm mitreola	307	Cynoctonum mitreola (L.) Britt.	311	Cynoctonum mitreola
NY_01498090.jpg	303	Mitreola petoilata	304	Mitreola petiolata	306	Mitreola petiolate
NY_01498103.jpg	311	Cynoctomem mitreola 	318		48	Mitreola petiolata
NY_01498113.jpg	318	Mitreola fitiolata	48	Mitreola petiolata (J. F. Gmel.)	67	Mitreola hesiolasa Torr es. Gr. 
NY_01498139.jpg	318		48		67	Polypremuru Prolurulieus L. 
NY_01498155.jpg	301	Spigelia anthelmia	306		318	Arthemisia L.
NY_01498166.jpg	318	Spigelia anthelmia L	48	Spigelia anthelmia L.	67	Spigelia anthelmia L.
NY_01498191.jpg	301	Spigelia anthelmia	306	Spigelia anthelmia	310	Spigelia anthelmia L.
TENN-L-0000013_lg.jpg	312	Acroscyphus sphaerophoroides	48	Acroscyphus sphaerophoroides	67	Acroscyphus sphaerophoroides Lev. 
TENN-L-0000019_lg.jpg	305	Actrino 	307		312	Actinogyra
TENN-L-0000028_lg.jpg	301	Actinogyra muhlenbergii	302	Actinogyra mahlenbergii (Ach.)	306	Actinogyra muhlenbergii
TENN-L-0000035_lg.jpg	301	Actinogyra muhlenbergii	303	Actinogyra muhlenbergli (Ach.)	318	Actinogyra muhlenbergii (Ach.) Schol.
TENN-L-0000047_lg.jpg	301		306	Alectorie	318	Alectoria
TENN-L-0000057_lg.jpg	301	Alectorian fermontii	302	Alectoria Fremontii Tuck.	310	Alectoria fremontii Tuck.
TENN-L-0000058_lg.jpg	301		303	Alectoria fremontii tuck	304	Alectoria Fremontii Tuck
TENN-L-0000061_lg.jpg	302	Alectoria jubata (L.) Ach.	310	Alectoria jubata (L.) Ach.	318	Alectoria jubata (L.) Ach.
TENN-L-0000063_lg.jpg	301	Alectoria jubata	306	Alectoria jubata Ach. var. chalybeiformis Ach.	311	Alectoria jubata Ach. var. chalybeiformis Ach. Syn. of Alectoria chalybeiformis Roehling
TENN-L-0000072_lg.jpg	301	Alectoria jubata implexa	305	Alectoria jubata implexa (Hoffm.) Ach.	306	Alectoria jubata implexa
TENN-L-0000084_lg.jpg	302	Alectoria nadvornikiana Gyel.	310	Alectoria nidulifera	314	Alectoria nadvornikiana Gyel.
TENN-L-0000089_lg.jpg	309	Alectoria nigricans (Ach.)	318	Alectoria nigricans (Ach.)Nyl	48	Alectoria nigricans (Ach.)
WIS-L-0011734_lg.jpg	301	Ceharia laeuigatum rass	303	Cetraria laeviqatum rass	318	Cetraria laevigatum Rass
WIS-L-0012025_lg.jpg	301	Cetirua ulandica	310	Cetraria islandica (L) Ach. 	317	Cetraria islandica (L.) ACH
WIS-L-0012041_lg.jpg	306		48	Cetraria laevigata Rass	67	Cetraria laevigata Rass. 
WIS-L-0012052_lg.jpg	303	Cetraria larvigate Rass	317	Cetraria laerigate Rass	318	Cetraria levigata Rass
WIS-L-0012056_lg.jpg	301	Laeuigata Rass	302	Cetraria laevigata Rass	307	Cetraria laevigata Rass
WIS-L-0012062_lg.jpg	318	Coleocaulon muricatum (ACH.)	48	Caelocaulen muricatum (Ach.)	67	Caelocaulon muricatum (Ach.)
WIS-L-0012070_lg.jpg	310	Cetrelia cetrarioides (Del.ex Duby)  Culb.+ Culb.	316	Cetielia cetrarioides 	318	Cetrelis cetrarioides (Del.ex Oreby) Culb+Culb
WIS-L-0012071_lg.jpg	317	Cetrelia catrarioides	318	Cetrelia cetrarioides (Delise ex Duby) Culb&culb	48	Cetrelia cetrarioides
WIS-L-0012077_lg.jpg	306	Cetraria delisea	316	Cetrariella delisea (Bory)	318	Cetraria delisea
